ccode,country,year,etype2,etype3,timing,timing_tri,sche_date,held_date,termlength,binary_system_cp,reason,need2fix,should be zero given timing =3,"shoud be zero; just ""reason"" is empty"
150,Paraguay,1958,parliament,LH,1,0,1958-02-09,1958-02-09,5,presidentialism,0,0,,
150,Paraguay,1960,parliament,LH,2,-1,1963-02-09,1960-03-13,5,presidentialism,5,0,,
150,Paraguay,1963,parliament,LH,2,-1,1965-03-13,1963-02-10,5,presidentialism,5,0,,
150,Paraguay,1968,parliament,LH,1,0,1968-02-11,1968-02-11,5,presidentialism,0,0,,
150,Paraguay,1973,parliament,LH,1,0,1973-02-11,1973-02-11,5,presidentialism,0,0,,
150,Paraguay,1978,parliament,LH,1,0,1978-02-12,1978-02-12,5,presidentialism,0,0,,
150,Paraguay,1983,parliament,LH,1,0,1983-02-06,1983-02-06,5,presidentialism,0,0,,
150,Paraguay,1988,parliament,LH,1,0,1988-02-14,1988-02-14,5,presidentialism,0,0,,
150,Paraguay,1989,parliament,LH,2,-1,1993-02-14,1989-05-01,5,presidentialism,1,0,,
150,Paraguay,1993,parliament,LH,1,0,1993-05-09,1993-05-09,5,presidentialism,0,0,,
150,Paraguay,1998,parliament,LH,1,0,1998-05-10,1998-05-10,5,presidentialism,0,0,,
150,Paraguay,2003,parliament,LH,1,0,2003-04-27,2003-04-27,5,presidentialism,0,0,,
150,Paraguay,2008,parliament,LH,1,0,2008-04-20,2008-04-20,5,presidentialism,0,0,,
150,Paraguay,2013,parliament,LH,1,0,2013-04-21,2013-04-21,5,presidentialism,0,0,,
150,Paraguay,2018,parliament,LH,1,0,2018-04-22,2018-04-22,5,presidentialism,0,0,,
150,Paraguay,1948,president,President,1,0,1948-02-15,1948-02-15,5,presidentialism,0,0,,
150,Paraguay,1949,president,President,2,-1,1953-02-15,1949-04-17,5,presidentialism,1,0,,
150,Paraguay,1950,president,President,2,-1,1954-04-17,1950-07-16,5,presidentialism,5,0,,
150,Paraguay,1953,president,President,2,-1,1955-07-16,1953-02-15,5,presidentialism,5,0,,
150,Paraguay,1954,president,President,2,-1,1958-02-09,1954-07-11,5,presidentialism,1,0,,
150,Paraguay,1958,president,President,1,0,1958-02-09,1958-02-09,5,presidentialism,0,0,,
150,Paraguay,1963,president,President,1,0,1963-02-10,1963-02-10,5,presidentialism,0,0,,
150,Paraguay,1968,president,President,1,0,1968-02-11,1968-02-11,5,presidentialism,0,0,,
150,Paraguay,1973,president,President,1,0,1973-02-11,1973-02-11,5,presidentialism,0,0,,
150,Paraguay,1978,president,President,1,0,1978-02-12,1978-02-12,5,presidentialism,0,0,,
150,Paraguay,1983,president,President,1,0,1983-02-06,1983-02-06,5,presidentialism,0,0,,
150,Paraguay,1988,president,President,1,0,1988-02-14,1988-02-14,5,presidentialism,0,0,,
150,Paraguay,1989,president,President,2,-1,1993-02-14,1989-05-01,5,presidentialism,1,0,,
150,Paraguay,1993,president,President,2,1,1993-02-14,1993-05-09,5,presidentialism,5,0,,
150,Paraguay,1998,president,President,1,0,1998-05-10,1998-05-10,5,presidentialism,0,0,,
150,Paraguay,2000,president,President,2,-1,2003-05-10,2000-08-13,5,presidentialism,2,0,,
150,Paraguay,2003,president,President,1,0,2003-04-27,2003-04-27,5,presidentialism,0,0,,
150,Paraguay,2008,president,President,1,0,2008-04-20,2008-04-20,5,presidentialism,0,0,,
150,Paraguay,2013,president,President,1,0,2013-04-21,2013-04-21,5,presidentialism,0,0,,
150,Paraguay,2018,president,President,1,0,2018-04-22,2018-04-22,5,presidentialism,0,0,,
155,Chile,1945,parliament,LH,1,0,1945-03-04,1945-03-04,4,presidentialism,0,0,,
155,Chile,1949,parliament,LH,1,0,1949-03-06,1949-03-06,4,presidentialism,0,0,,
155,Chile,1953,parliament,LH,1,0,1953-03-01,1953-03-01,4,presidentialism,0,0,,
155,Chile,1957,parliament,LH,1,0,1957-03-03,1957-03-03,4,presidentialism,0,0,,
155,Chile,1961,parliament,LH,1,0,1961-03-05,1961-03-05,4,presidentialism,0,0,,
155,Chile,1965,parliament,LH,1,0,1965-03-07,1965-03-07,4,presidentialism,0,0,,
155,Chile,1969,parliament,LH,1,0,1969-03-02,1969-03-02,4,presidentialism,0,0,,
155,Chile,1973,parliament,LH,1,0,1973-03-04,1973-03-04,4,presidentialism,0,0,,
155,Chile,1989,parliament,LH,3,NA,NA,1989-12-14,4,presidentialism,NA,1,0,0
155,Chile,1993,parliament,LH,1,0,1993-12-11,1993-12-11,4,presidentialism,0,0,,
155,Chile,1997,parliament,LH,1,0,1997-12-11,1997-12-11,4,presidentialism,0,0,,
155,Chile,2001,parliament,LH,1,0,2001-12-16,2001-12-16,4,presidentialism,0,0,,
155,Chile,2005,parliament,LH,1,0,2005-12-11,2005-12-11,4,presidentialism,0,0,,
155,Chile,2009,parliament,LH,1,0,2009-12-13,2009-12-13,4,presidentialism,0,0,,
155,Chile,2013,parliament,LH,1,0,2013-11-17,2013-11-17,4,presidentialism,0,0,,
155,Chile,2017,parliament,LH,1,0,2017-11-19,2017-11-19,4,presidentialism,0,0,,
155,Chile,2021,parliament,LH,1,0,2021-11-21,2021-11-21,4,presidentialism,0,0,,
155,Chile,1946,president,President,2,-1,1948-02-01,1946-09-04,6,presidentialism,3,0,,
155,Chile,1952,president,President,1,0,1952-09-04,1952-09-04,6,presidentialism,0,0,,
155,Chile,1958,president,President,1,0,1958-09-04,1958-09-04,6,presidentialism,0,0,,
155,Chile,1964,president,President,1,0,1964-09-04,1964-09-04,6,presidentialism,0,0,,
155,Chile,1970,president,President,1,0,1970-09-04,1970-09-04,6,presidentialism,0,0,,
155,Chile,1988,president,President,3,NA,NA,1988-10-05,8,presidentialism,NA,1,0,0
155,Chile,1989,president,President,3,NA,NA,1989-12-14,4,presidentialism,NA,1,0,0
155,Chile,1993,president,President,1,0,1993-12-11,1993-12-11,4,presidentialism,0,0,,
155,Chile,1999,president,President,1,0,1999-12-12,1999-12-12,6,presidentialism,0,0,,
155,Chile,2005,president,President,1,0,2005-12-11,2005-12-11,6,presidentialism,0,0,,
155,Chile,2009,president,President,1,0,2009-12-13,2009-12-13,6,presidentialism,0,0,,
155,Chile,2013,president,President,1,0,2013-06-30,2013-06-30,4,presidentialism,0,0,,
155,Chile,2017,president,President,1,0,2017-11-19,2017-11-19,4,presidentialism,0,0,,
160,Argentina,1946,parliament,LH,3,NA,NA,1946-02-24,4,presidentialism,NA,1,0,0
160,Argentina,1948,parliament,LH,1,0,1948-03-07,1948-03-07,4,presidentialism,0,0,,
160,Argentina,1951,parliament,LH,2,-1,1952-03-07,1951-11-11,6,presidentialism,5,0,,
160,Argentina,1954,parliament,LH,2,-1,1957-11-11,1954-04-25,4,presidentialism,5,0,,
160,Argentina,1958,parliament,LH,3,NA,NA,1958-02-23,4,presidentialism,NA,1,0,0
160,Argentina,1960,parliament,LH,1,0,1960-03-27,1960-03-27,4,presidentialism,0,0,,
160,Argentina,1962,parliament,LH,1,0,1962-03-18,1962-03-18,4,presidentialism,0,0,,
160,Argentina,1963,parliament,LH,3,NA,NA,1963-07-07,4,presidentialism,NA,1,0,0
160,Argentina,1965,parliament,LH,1,0,1965-03-14,1965-03-14,4,presidentialism,0,0,,
160,Argentina,1973,parliament,LH,3,NA,NA,1973-03-11,4,presidentialism,NA,1,0,0
160,Argentina,1983,parliament,LH,3,NA,NA,1983-10-30,2,presidentialism,NA,1,0,0
160,Argentina,1985,parliament,LH,1,0,1985-11-03,1985-11-03,2,presidentialism,0,0,,
160,Argentina,1987,parliament,LH,1,0,1987-09-06,1987-09-06,2,presidentialism,0,0,,
160,Argentina,1989,parliament,LH,1,0,1989-05-14,1989-05-14,2,presidentialism,0,0,,
160,Argentina,1991,parliament,LH,1,0,1991-08-11,1991-08-11,2,presidentialism,0,0,,
160,Argentina,1993,parliament,LH,1,0,1993-10-03,1993-10-03,2,presidentialism,0,0,,
160,Argentina,1995,parliament,LH,1,0,1995-05-14,1995-05-14,4,presidentialism,0,0,,
160,Argentina,1997,parliament,LH,1,0,1997-10-26,1997-10-26,4,presidentialism,0,0,,
160,Argentina,1999,parliament,LH,1,0,1999-10-24,1999-10-24,4,presidentialism,0,0,,
160,Argentina,2001,parliament,LH,1,0,2001-10-14,2001-10-14,4,presidentialism,0,0,,
160,Argentina,2003,parliament,LH,1,0,2003-04-27,2003-04-27,4,presidentialism,0,0,,
160,Argentina,2005,parliament,LH,1,0,2005-10-23,2005-10-23,4,presidentialism,0,0,,
160,Argentina,2007,parliament,LH,1,0,2007-10-28,2007-10-28,4,presidentialism,0,0,,
160,Argentina,2009,parliament,LH,2,-1,2009-10-28,2009-06-28,4,presidentialism,5,0,,
160,Argentina,2011,parliament,LH,1,0,2011-10-23,2011-10-23,4,presidentialism,0,0,,
160,Argentina,2013,parliament,LH,1,0,2013-10-27,2013-10-27,4,presidentialism,0,0,,
160,Argentina,2015,parliament,LH,1,0,2015-10-25,2015-10-25,4,presidentialism,0,0,,
160,Argentina,2017,parliament,LH,1,0,2017-10-22,2017-10-22,4,presidentialism,0,0,,
160,Argentina,2019,parliament,LH,1,0,2019-10-27,2019-10-27,4,presidentialism,0,0,,
160,Argentina,2021,parliament,LH,2,1,2021-10-24,2021-11-14,2,presidentialism,NA,1,,0
160,Argentina,1946,president,President,3,NA,NA,1946-02-24,6,presidentialism,NA,1,0,0
160,Argentina,1951,president,President,2,-1,1952-02-24,1951-11-11,6,presidentialism,5,0,,
160,Argentina,1954,president,President,2,-1,1957-11-11,1954-04-25,6,presidentialism,3,0,,
160,Argentina,1958,president,President,3,NA,NA,1958-02-23,6,presidentialism,NA,1,0,0
160,Argentina,1963,president,President,3,NA,NA,1963-07-07,6,presidentialism,NA,1,0,0
160,Argentina,1973,president,President,3,NA,NA,1973-03-11,4,presidentialism,NA,1,0,0
160,Argentina,1983,president,President,3,NA,NA,1983-10-30,4,presidentialism,NA,1,0,0
160,Argentina,1989,president,President,1,0,1989-05-14,1989-05-14,4,presidentialism,0,0,,
160,Argentina,1995,president,President,1,0,1995-05-14,1995-05-14,4,presidentialism,0,0,,
160,Argentina,1999,president,President,1,0,1999-10-24,1999-10-24,4,presidentialism,0,0,,
160,Argentina,2003,president,President,1,0,2003-04-27,2003-04-27,4,presidentialism,0,0,,
160,Argentina,2007,president,President,1,0,2007-10-28,2007-10-28,4,presidentialism,0,0,,
160,Argentina,2011,president,President,1,0,2011-10-23,2011-10-23,4,presidentialism,0,0,,
160,Argentina,2015,president,President,1,0,2015-10-25,2015-10-25,4,presidentialism,0,0,,
160,Argentina,2019,president,President,1,0,2019-10-27,2019-10-27,4,presidentialism,0,0,,
165,Uruguay,1946,parliament,LH,1,0,1946-11-24,1946-11-24,NA,presidentialism,0,0,,
165,Uruguay,1950,parliament,LH,1,0,1950-11-26,1950-11-26,5,presidentialism,0,0,,
165,Uruguay,1954,parliament,LH,1,0,1954-11-26,1954-11-26,5,presidentialism,0,0,,
165,Uruguay,1958,parliament,LH,1,0,1958-11-30,1958-11-30,5,presidentialism,0,0,,
165,Uruguay,1962,parliament,LH,1,0,1962-11-25,1962-11-25,5,presidentialism,0,0,,
165,Uruguay,1966,parliament,LH,1,0,1966-11-27,1966-11-27,5,presidentialism,0,0,,
165,Uruguay,1971,parliament,LH,1,0,1971-11-28,1971-11-28,5,presidentialism,0,0,,
165,Uruguay,1984,parliament,LH,3,NA,NA,1984-11-25,5,presidentialism,NA,1,0,0
165,Uruguay,1989,parliament,LH,1,0,1989-11-26,1989-11-26,5,presidentialism,0,0,,
165,Uruguay,1994,parliament,LH,1,0,1994-11-27,1994-11-27,5,presidentialism,0,0,,
165,Uruguay,1999,parliament,LH,1,0,1999-10-31,1999-10-31,5,presidentialism,0,0,,
165,Uruguay,2004,parliament,LH,1,0,2004-10-31,2004-10-31,5,presidentialism,0,0,,
165,Uruguay,2009,parliament,LH,1,0,2009-10-25,2009-10-25,5,presidentialism,0,0,,
165,Uruguay,2014,parliament,LH,1,0,2014-10-26,2014-10-26,5,presidentialism,0,0,,
165,Uruguay,2019,parliament,LH,1,0,2019-10-27,2019-10-27,5,presidentialism,0,0,,
165,Uruguay,1946,president,President,1,0,1946-11-24,1946-11-24,NA,presidentialism,0,0,,
165,Uruguay,1950,president,President,1,0,1950-11-26,1950-11-26,5,presidentialism,0,0,,
165,Uruguay,1954,president,President,1,0,1954-11-26,1954-11-26,5,presidentialism,0,0,,
165,Uruguay,1958,president,President,1,0,1958-11-30,1958-11-30,5,presidentialism,0,0,,
165,Uruguay,1962,president,President,1,0,1962-11-25,1962-11-25,5,presidentialism,0,0,,
165,Uruguay,1966,president,President,1,0,1966-11-27,1966-11-27,5,presidentialism,0,0,,
165,Uruguay,1971,president,President,1,0,1971-11-28,1971-11-28,5,presidentialism,0,0,,
165,Uruguay,1984,president,President,3,NA,NA,1984-11-25,5,presidentialism,NA,1,0,0
165,Uruguay,1989,president,President,1,0,1989-11-26,1989-11-26,5,presidentialism,0,0,,
165,Uruguay,1994,president,President,1,0,1994-11-27,1994-11-27,5,presidentialism,0,0,,
165,Uruguay,1999,president,President,1,0,1999-10-31,1999-10-31,5,presidentialism,0,0,,
165,Uruguay,2004,president,President,1,0,2004-10-31,2004-10-31,5,presidentialism,0,0,,
165,Uruguay,2009,president,President,1,0,2009-10-25,2009-10-25,5,presidentialism,0,0,,
165,Uruguay,2014,president,President,1,0,2014-11-30,2014-11-30,5,presidentialism,0,0,,
165,Uruguay,2019,president,President,1,0,2019-10-27,2019-10-27,5,presidentialism,0,0,,
200,United Kingdom,1945,parliament,LH,3,NA,NA,1945-07-05,5,parliamentarism,NA,1,0,0
200,United Kingdom,1950,parliament,LH,1,0,1950-02-23,1950-02-23,5,parliamentarism,0,0,,
200,United Kingdom,1951,parliament,LH,2,-1,1955-02-23,1951-10-25,5,parliamentarism,5,0,,
200,United Kingdom,1955,parliament,LH,2,-1,1956-10-25,1955-05-26,5,parliamentarism,5,0,,
200,United Kingdom,1959,parliament,LH,2,-1,1960-05-26,1959-10-08,5,parliamentarism,5,0,,
200,United Kingdom,1964,parliament,LH,1,0,1964-10-15,1964-10-15,5,parliamentarism,0,0,,
200,United Kingdom,1966,parliament,LH,2,-1,1969-10-15,1966-03-31,5,parliamentarism,5,0,,
200,United Kingdom,1970,parliament,LH,2,-1,1971-03-31,1970-06-18,5,parliamentarism,5,0,,
200,United Kingdom,1974,parliament,LH,2,-1,1975-06-18,1974-02-28,5,parliamentarism,5,0,,
200,United Kingdom,1979,parliament,LH,2,-1,1979-10-10,1979-05-03,5,parliamentarism,5,0,,
200,United Kingdom,1983,parliament,LH,2,-1,1984-05-03,1983-06-09,5,parliamentarism,5,0,,
200,United Kingdom,1987,parliament,LH,2,-1,1988-06-09,1987-06-11,5,parliamentarism,5,0,,
200,United Kingdom,1992,parliament,LH,2,-1,1992-06-11,1992-04-09,5,parliamentarism,5,0,,
200,United Kingdom,1997,parliament,LH,1,0,1997-05-01,1997-05-01,5,parliamentarism,0,0,,
200,United Kingdom,2001,parliament,LH,2,-1,2002-05-01,2001-06-07,5,parliamentarism,5,0,,
200,United Kingdom,2005,parliament,LH,2,-1,2006-06-07,2005-05-05,5,parliamentarism,5,0,,
200,United Kingdom,2010,parliament,LH,1,0,2010-05-06,2010-05-06,5,parliamentarism,0,0,,
200,United Kingdom,2015,parliament,LH,1,0,2015-05-07,2015-05-07,5,parliamentarism,0,0,,
200,United Kingdom,2017,parliament,LH,2,-1,2020-05-07,2017-06-08,5,parliamentarism,NA,1,,0
200,United Kingdom,2019,parliament,LH,2,-1,2022-06-08,2019-12-12,5,parliamentarism,NA,1,,0
205,Ireland,1948,parliament,LH,1,0,1948-02-04,1948-02-04,NA,parliamentarism,0,1,,
205,Ireland,1951,parliament,LH,1,0,1951-05-30,1951-05-30,NA,parliamentarism,0,1,,
205,Ireland,1954,parliament,LH,1,0,1954-05-18,1954-05-18,NA,parliamentarism,0,1,,
205,Ireland,1957,parliament,LH,1,0,1957-03-05,1957-03-05,NA,parliamentarism,0,1,,
205,Ireland,1961,parliament,LH,1,0,1961-10-04,1961-10-04,NA,parliamentarism,0,1,,
205,Ireland,1965,parliament,LH,1,0,1965-04-07,1965-04-07,NA,parliamentarism,0,1,,
205,Ireland,1969,parliament,LH,1,0,1969-06-16,1969-06-16,NA,parliamentarism,0,1,,
205,Ireland,1973,parliament,LH,1,0,1973-02-28,1973-02-28,NA,parliamentarism,0,1,,
205,Ireland,1977,parliament,LH,1,0,1977-06-16,1977-06-16,NA,parliamentarism,0,1,,
205,Ireland,1981,parliament,LH,1,0,1981-06-11,1981-06-11,NA,parliamentarism,0,1,,
205,Ireland,1982,parliament,LH,2,-1,1986-06-16,1982-02-18,NA,parliamentarism,5,1,,
205,Ireland,1987,parliament,LH,2,-1,1987-11-24,1987-02-17,NA,parliamentarism,5,1,,
205,Ireland,1989,parliament,LH,2,-1,1992-02-17,1989-06-15,NA,parliamentarism,5,1,,
205,Ireland,1992,parliament,LH,2,-1,1994-06-15,1992-11-25,5,parliamentarism,5,0,,
205,Ireland,1997,parliament,LH,2,-1,1997-11-25,1997-06-06,5,parliamentarism,5,0,,
205,Ireland,2002,parliament,LH,1,0,2002-05-17,2002-05-17,5,parliamentarism,0,0,,
205,Ireland,2007,parliament,LH,1,0,2007-05-24,2007-05-24,5,parliamentarism,0,0,,
205,Ireland,2011,parliament,LH,2,-1,2012-05-24,2011-02-25,5,parliamentarism,5,0,,
205,Ireland,2016,parliament,LH,1,0,2016-02-26,2016-02-26,5,parliamentarism,0,0,,
205,Ireland,2020,parliament,LH,2,-1,2021-02-26,2020-02-08,5,parliamentarism,5,0,,
205,Ireland,1945,president,President,1,0,1945-06-14,1945-06-14,7,parliamentarism,0,0,,
205,Ireland,1952,president,President,NA,NA,NA,NA,7,parliamentarism,NA,1,,0
205,Ireland,1959,president,President,1,0,1959-06-17,1959-06-17,7,parliamentarism,0,0,,
205,Ireland,1966,president,President,1,0,1966-06-01,1966-06-01,7,parliamentarism,0,0,,
205,Ireland,1973,president,President,1,0,1973-05-30,1973-05-30,7,parliamentarism,0,0,,
205,Ireland,1974,president,President,NA,NA,NA,NA,7,parliamentarism,NA,1,,0
205,Ireland,1976,president,President,NA,NA,NA,NA,7,parliamentarism,NA,1,,0
205,Ireland,1983,president,President,NA,NA,NA,NA,7,parliamentarism,NA,1,,0
205,Ireland,1990,president,President,1,0,1990-11-09,1990-11-09,7,parliamentarism,0,0,,
205,Ireland,1997,president,President,2,-1,1997-11-09,1997-10-30,7,parliamentarism,5,0,,
205,Ireland,2004,president,President,NA,NA,NA,NA,7,parliamentarism,NA,1,,0
205,Ireland,2011,president,President,1,0,2011-10-27,2011-10-27,7,parliamentarism,0,0,,
205,Ireland,2018,president,President,1,0,2018-10-26,2018-10-26,7,parliamentarism,0,0,,
210,Netherlands,1946,parliament,LH,3,NA,NA,1946-05-16,4,parliamentarism,NA,1,,0
210,Netherlands,1948,parliament,LH,2,-1,1950-05-16,1948-07-07,4,parliamentarism,5,0,,
210,Netherlands,1952,parliament,LH,1,0,1952-06-25,1952-06-25,4,parliamentarism,0,0,,
210,Netherlands,1956,parliament,LH,1,0,1956-06-13,1956-06-13,4,parliamentarism,0,0,,
210,Netherlands,1959,parliament,LH,2,-1,1960-06-13,1959-03-12,4,parliamentarism,5,0,,
210,Netherlands,1963,parliament,LH,1,0,1963-05-15,1963-05-15,4,parliamentarism,0,0,,
210,Netherlands,1967,parliament,LH,1,0,1967-02-15,1967-02-15,4,parliamentarism,0,0,,
210,Netherlands,1971,parliament,LH,2,-1,1971-09-21,1971-04-28,4,parliamentarism,5,0,,
210,Netherlands,1972,parliament,LH,2,-1,1975-09-16,1972-11-29,4,parliamentarism,5,0,,
210,Netherlands,1977,parliament,LH,1,0,1977-05-25,1977-05-25,4,parliamentarism,0,0,,
210,Netherlands,1981,parliament,LH,1,0,1981-05-26,1981-05-26,4,parliamentarism,0,0,,
210,Netherlands,1982,parliament,LH,2,-1,1985-05-22,1982-09-08,4,parliamentarism,5,0,,
210,Netherlands,1986,parliament,LH,1,0,1986-05-21,1986-05-21,4,parliamentarism,0,0,,
210,Netherlands,1989,parliament,LH,2,-1,1990-05-21,1989-09-06,4,parliamentarism,5,0,,
210,Netherlands,1994,parliament,LH,2,1,1993-09-06,1994-05-03,4,parliamentarism,5,0,,
210,Netherlands,1998,parliament,LH,1,0,1998-05-06,1998-05-06,4,parliamentarism,0,0,,
210,Netherlands,2002,parliament,LH,1,0,2002-05-15,2002-05-15,4,parliamentarism,0,0,,
210,Netherlands,2003,parliament,LH,2,-1,2006-05-15,2003-01-22,4,parliamentarism,5,0,,
210,Netherlands,2006,parliament,LH,2,-1,2007-01-22,2006-11-22,4,parliamentarism,5,0,,
210,Netherlands,2010,parliament,LH,2,-1,2010-11-22,2010-06-09,4,parliamentarism,5,0,,
210,Netherlands,2012,parliament,LH,2,-1,2014-06-09,2012-09-12,4,parliamentarism,5,0,,
210,Netherlands,2017,parliament,LH,1,0,2017-05-15,2017-05-15,4,parliamentarism,0,0,,
210,Netherlands,2021,parliament,LH,1,0,2021-03-15,2021-03-15,4,parliamentarism,0,0,,
211,Belgium,1946,parliament,LH,3,NA,NA,1946-02-17,4,parliamentarism,NA,1,,0
211,Belgium,1949,parliament,LH,2,-1,1950-02-17,1949-06-26,4,parliamentarism,5,0,,
211,Belgium,1950,parliament,LH,2,-1,1953-06-26,1950-06-04,4,parliamentarism,5,0,,
211,Belgium,1954,parliament,LH,2,-1,1954-06-04,1954-04-11,4,parliamentarism,5,0,,
211,Belgium,1958,parliament,LH,1,0,1958-06-01,1958-06-01,4,parliamentarism,0,0,,
211,Belgium,1961,parliament,LH,2,-1,1962-06-01,1961-03-26,4,parliamentarism,5,0,,
211,Belgium,1965,parliament,LH,1,0,1965-05-23,1965-05-23,4,parliamentarism,0,0,,
211,Belgium,1968,parliament,LH,2,-1,1969-05-23,1968-03-31,4,parliamentarism,5,0,,
211,Belgium,1971,parliament,LH,2,-1,1972-03-31,1971-11-07,4,parliamentarism,5,0,,
211,Belgium,1974,parliament,LH,2,-1,1975-05-25,1974-03-10,4,parliamentarism,5,0,,
211,Belgium,1977,parliament,LH,2,-1,1978-03-10,1977-04-17,4,parliamentarism,5,0,,
211,Belgium,1978,parliament,LH,2,-1,1981-04-17,1978-12-17,4,parliamentarism,5,0,,
211,Belgium,1981,parliament,LH,2,-1,1982-12-17,1981-11-08,4,parliamentarism,5,0,,
211,Belgium,1985,parliament,LH,1,0,1985-10-13,1985-10-13,4,parliamentarism,0,0,,
211,Belgium,1987,parliament,LH,2,-1,1989-10-13,1987-12-13,4,parliamentarism,5,0,,
211,Belgium,1991,parliament,LH,1,0,1991-11-24,1991-11-24,4,parliamentarism,0,0,,
211,Belgium,1995,parliament,LH,1,0,1995-05-21,1995-05-21,4,parliamentarism,0,0,,
211,Belgium,1999,parliament,LH,1,0,1999-06-13,1999-06-13,4,parliamentarism,0,0,,
211,Belgium,2003,parliament,LH,1,0,2003-05-18,2003-05-18,4,parliamentarism,0,0,,
211,Belgium,2007,parliament,LH,1,0,2007-06-10,2007-06-10,4,parliamentarism,0,0,,
211,Belgium,2010,parliament,LH,2,-1,2011-06-10,2010-06-13,4,parliamentarism,5,0,,
211,Belgium,2014,parliament,LH,1,0,2014-05-25,2014-05-25,5,parliamentarism,0,0,,
211,Belgium,2019,parliament,LH,1,0,2019-05-26,2019-05-26,5,parliamentarism,0,0,,
212,Luxembourg,1948,parliament,LH,3,NA,NA,1948-06-06,5,parliamentarism,NA,1,0,0
212,Luxembourg,1951,parliament,LH,2,-1,1953-06-06,1951-06-03,5,parliamentarism,NA,1,,0
212,Luxembourg,1954,parliament,LH,2,-1,1956-06-03,1954-05-30,5,parliamentarism,NA,1,,0
212,Luxembourg,1959,parliament,LH,1,0,1959-02-01,1959-02-01,5,parliamentarism,0,0,,
212,Luxembourg,1964,parliament,LH,1,0,1964-06-07,1964-06-07,5,parliamentarism,0,0,,
212,Luxembourg,1968,parliament,LH,2,-1,1969-06-07,1968-12-15,5,parliamentarism,5,0,,
212,Luxembourg,1974,parliament,LH,1,0,1974-05-26,1974-05-26,5,parliamentarism,0,0,,
212,Luxembourg,1979,parliament,LH,1,0,1979-06-10,1979-06-10,5,parliamentarism,0,0,,
212,Luxembourg,1984,parliament,LH,1,0,1984-06-17,1984-06-17,5,parliamentarism,0,0,,
212,Luxembourg,1989,parliament,LH,1,0,1989-06-18,1989-06-18,5,parliamentarism,0,0,,
212,Luxembourg,1994,parliament,LH,1,0,1994-06-12,1994-06-12,5,parliamentarism,0,0,,
212,Luxembourg,1999,parliament,LH,1,0,1999-06-13,1999-06-13,5,parliamentarism,0,0,,
212,Luxembourg,2004,parliament,LH,1,0,2004-06-13,2004-06-13,5,parliamentarism,0,0,,
212,Luxembourg,2009,parliament,LH,1,0,2009-06-07,2009-06-07,5,parliamentarism,0,0,,
212,Luxembourg,2013,parliament,LH,2,-1,2014-06-07,2013-10-30,5,parliamentarism,5,0,,
212,Luxembourg,2018,parliament,LH,1,0,2018-10-14,2018-10-14,5,parliamentarism,0,0,,
220,France,1946,parliament,LH,3,NA,NA,1946-11-10,5,parliamentarism,NA,1,0,0
220,France,1951,parliament,LH,1,0,1951-06-17,1951-06-17,5,parliamentarism,0,0,,
220,France,1956,parliament,LH,2,-1,1956-06-17,1956-01-02,5,parliamentarism,5,0,,
220,France,1958,parliament,LH,3,NA,NA,1958-11-23,5,parliamentarism,NA,1,0,0
220,France,1962,parliament,LH,2,-1,1963-11-17,1962-11-18,5,parliamentarism,5,0,,
220,France,1967,parliament,LH,1,0,1967-03-05,1967-03-05,5,parliamentarism,0,0,,
220,France,1968,parliament,LH,2,-1,1972-03-05,1968-06-23,5,parliamentarism,5,0,,
220,France,1973,parliament,LH,1,0,1973-03-04,1973-03-04,5,parliamentarism,0,0,,
220,France,1978,parliament,LH,1,0,1978-03-12,1978-03-12,5,parliamentarism,0,0,,
220,France,1981,parliament,LH,2,-1,1983-03-13,1981-06-14,5,parliamentarism,5,0,,
220,France,1986,parliament,LH,1,0,1986-03-16,1986-03-16,5,parliamentarism,0,0,,
220,France,1988,parliament,LH,2,-1,1991-03-17,1988-06-05,5,parliamentarism,5,0,,
220,France,1993,parliament,LH,1,0,1993-03-21,1993-03-21,5,parliamentarism,0,0,,
220,France,1997,parliament,LH,2,-1,1998-03-22,1997-05-25,5,parliamentarism,5,0,,
220,France,2002,parliament,LH,1,0,2002-06-09,2002-06-09,5,parliamentarism,0,0,,
220,France,2007,parliament,LH,1,0,2007-06-10,2007-06-10,5,parliamentarism,0,0,,
220,France,2012,parliament,LH,1,0,2012-06-10,2012-06-10,5,parliamentarism,0,0,,
220,France,2017,parliament,LH,1,0,2017-06-11,2017-06-11,5,parliamentarism,0,0,,
220,France,2022,parliament,LH,1,0,2022-06-12,2022-06-12,5,parliamentarism,0,0,,
220,France,1965,president,President,1,0,1965-12-05,1965-12-05,7,parliamentarism,0,0,,
220,France,1969,president,President,2,-1,1972-12-03,1969-06-01,7,parliamentarism,5,0,,
220,France,1974,president,President,2,-1,1976-06-06,1974-05-05,7,parliamentarism,3,0,,
220,France,1981,president,President,1,0,1981-04-26,1981-04-26,7,parliamentarism,0,0,,
220,France,1988,president,President,1,0,1988-04-24,1988-04-24,7,parliamentarism,0,0,,
220,France,1995,president,President,1,0,1995-04-23,1995-04-23,7,parliamentarism,0,0,,
220,France,2002,president,President,1,0,2002-04-21,2002-04-21,5,parliamentarism,0,0,,
220,France,2007,president,President,1,0,2007-04-22,2007-04-22,5,parliamentarism,0,0,,
220,France,2012,president,President,1,0,2012-04-22,2012-04-22,5,parliamentarism,0,0,,
